,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
869,5266945,20574,72AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
870,5365761,20960,72AS29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
871,5336065,20844,72HP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
872,5199873,20312,72JK29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
873,5124353,20017,72KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
874,5634817,22011,72ML29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
875,5636609,22018,72MZ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
876,5630977,21996,72NL29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
877,5663745,22124,72TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
878,5668353,22142,72WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
879,5430529,21213,730AS29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
880,5542657,21651,730JK29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
881,5604865,21894,730PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
882,5670913,22152,730WB29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
883,5684737,22206,731TS60-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
884,5668097,22141,731WB34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
885,2118145,8274,732GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
886,5661441,22115,733TN54-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
887,5673473,22162,735CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
888,1775617,6936,735GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
889,5627393,21982,735MP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
890,5639169,22028,735PY30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
891,5685249,22208,735TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
892,5683713,22202,735UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
893,5677313,22177,735WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
894,1846785,7214,737GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
895,5682433,22197,737JH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
896,5683969,22203,739TS59-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
897,5389057,21051,73HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
898,5559553,21717,73PN34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
899,5648897,22066,73RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
900,5655297,22091,73UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
901,5686017,22211,743TS54-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
902,5190913,20277,745GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
903,5641217,22036,745RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
904,5674241,22165,745UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
905,1759745,6874,74GS2035-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
906,5191169,20278,750AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
907,5175809,20218,750GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
908,5636097,22016,750MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
909,5659393,22107,750TN29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
910,5680385,22189,750TS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
911,2571777,10046,757GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
912,5672449,22158,759CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
913,1827585,7139,759GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
914,1825281,7130,759GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
915,1759489,6873,75GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
916,5667073,22137,75TR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
917,1828353,7142,761GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
918,2441729,9538,762GS2039-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
919,2536193,9907,763GS2059-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
920,5265921,20570,764AR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
921,5266177,20571,764GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
922,5680129,22188,765TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
923,5654017,22086,765UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
924,1822977,7121,768GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
925,2531329,9888,769GS2043-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
926,5615105,21934,76MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
927,1823489,7123,772GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
928,2458625,9604,772GS2049-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
929,1826817,7136,772GS2055-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
930,5388545,21049,773GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
931,1824513,7127,773GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
932,5658625,22104,775TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
933,5614849,21933,778MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
934,5388801,21050,780AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
935,5176065,20219,780HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
936,5366785,20964,780KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
937,5616641,21940,783MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
938,5683457,22201,785UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
939,5388033,21047,788GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
940,1823233,7122,788GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
941,5648641,22065,788RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
942,1791489,6998,78GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
943,5647617,22061,790RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
944,5607425,21904,791KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
945,5367041,20965,793KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
946,5653505,22084,793UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
947,1762817,6886,794GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
948,1749761,6835,795GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
949,5387777,21046,795JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
950,5366017,20961,798AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
951,5684481,22205,799TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
952,5684225,22204,799TS35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
953,5676801,22175,799WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
954,1764865,6894,808GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
955,5630721,21995,80NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
956,5682945,22199,810JH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
957,5607681,21905,810KL32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
958,1766401,6900,813GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
959,1823745,7124,813GS2045-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
960,1796353,7017,815GS2022A-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
961,1821185,7114,815GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
962,5678337,22181,815JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
963,1821441,7115,817GS2044-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
964,1762305,6884,824GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
965,1819137,7106,824GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
966,1765889,6898,826GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
967,1771777,6921,828GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
968,1762561,6885,828GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
969,1760001,6875,82GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
970,1798145,7024,82GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
971,5647873,22062,831RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
972,1766145,6899,832GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
973,1796865,7019,833GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
974,1772033,6922,833GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
975,1762049,6883,833GS2036-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
976,1749505,6834,835GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
977,1787137,6981,83GS2040-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
978,1800705,7034,83GS2042-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
979,1816833,7097,84GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
980,1814529,7088,86GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
981,1791745,6999,879GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
982,1802753,7042,883GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
983,1795329,7013,883GS2041-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
984,5607937,21906,896KL35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
985,1794817,7011,897GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
986,5366529,20963,8AR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
987,5388289,21048,8AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
988,5383937,21031,8HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
989,2831873,11062,8KMILES-BE,8K MILES SOFT SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
990,5612289,21923,8MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
991,1794561,7010,915GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
992,261377,1021,91D040221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
993,360961,1410,91D040321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
994,104449,408,91D070121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
995,281857,1101,91D110221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
996,372737,1456,91D110321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
997,161793,632,91D140121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
998,300801,1175,91D180221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
999,393217,1536,91D180321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1000,200961,785,91D210121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1001,323329,1263,91D250221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1002,419841,1640,91D250321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1003,225793,882,91D280121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1004,1814273,7087,923GS2043-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1005,1801985,7039,92GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1006,5351937,20906,A2ZINFRA,A2Z INFRA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1007,142593,557,AAATECH-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1008,60161,235,AAKASH,AAKASH EXPLORATION SER L,0.0,,0.0,0.05,1,EQ,NSE,NSE
1009,263681,1030,AARON,AARON INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1010,1147137,4481,AARTIDRUGS,AARTI DRUGS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1011,1793,7,AARTIIND,AARTI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1012,4923649,19233,AARTISURF,AARTI SURFACTANTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1013,3525377,13771,AARVEEDEN,AARVEE DEN. & EXP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1014,4882689,19073,AARVI,AARVI ENCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
1015,1378561,5385,AAVAS,AAVAS FINANCIERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1016,1986305,7759,ABAN-BE,ABAN OFFSHORE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1017,3329,13,ABB,ABB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1018,4583169,17903,ABBOTINDIA,ABBOTT INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1019,5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1020,7707649,30108,ABFRL,ADITYA BIRLA FASHION & RT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1021,5702401,22275,ABFRLPP-E1,,0.0,,0.0,0.05,1,EQ,NSE,NSE
1022,2821633,11022,ABINFRA-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
1023,4416769,17253,ABMINTLTD-BE,ABM INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1024,2198529,8588,ABNINT-IT,,0.0,,0.0,0.05,5000,EQ,NSE,NSE
1025,3580673,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1026,1878785,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,0.0,,0.0,0.01,1,EQ,NSE,NSE
1027,5633,22,ACC,ACC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1028,1805569,7053,ACCELYA,ACCELYA SOLN INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1029,5431553,21217,ACCORD-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
1030,375041,1465,ACCURACY,ACCURACY SHIPPING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1031,3478273,13587,ACE,ACTION CONST EQUIP,0.0,,0.0,0.05,1,EQ,NSE,NSE
1032,5449217,21286,ACEINTEG-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1033,6401,25,ADANIENT,ADANI ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1034,1552897,6066,ADANIGAS,ADANI GAS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1035,912129,3563,ADANIGREEN,ADANI GREEN ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
1036,3861249,15083,ADANIPORTS,ADANI PORT & SEZ,0.0,,0.0,0.05,1,EQ,NSE,NSE
1037,4451329,17388,ADANIPOWER,ADANI POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE
1038,2615553,10217,ADANITRANS,ADANI TRANSMISSION,0.0,,0.0,0.05,1,EQ,NSE,NSE
1039,5058817,19761,ADFFOODS,ADF FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1040,4482817,17511,ADHUNIKIND-BE,ADHUNIK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1041,63489,248,ADL-BE,ARCHIDPLY DECOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
1042,8705,34,ADORWELD,ADOR WELDING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1043,2212865,8644,ADROITINFO-BE,ADROIT INFOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1044,3792129,14813,ADSL,ALLIED DIGITAL SERV.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1045,3775745,14749,ADVANIHOTR-BE,ADVANI HOT.& RES.(I),0.0,,0.0,0.05,1,EQ,NSE,NSE
1046,4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1047,10241,40,AEGISCHEM,AEGIS LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1048,2903809,11343,AFFLE,AFFLE (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1049,867585,3389,AGARIND,AGARWAL INDS CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1050,2089985,8164,AGCNET-BE,AGC NETWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1051,2835457,11076,AGRITECH-BE,AGRI-TECH (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1052,2315777,9046,AGROPHOS,AGRO PHOS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1053,2756865,10769,AHIMSA-SM,,0.0,,0.0,0.05,6000,EQ,NSE,NSE
1054,1243905,4859,AHLADA-SM,,0.0,,0.0,0.05,1000,EQ,NSE,NSE
1055,4976129,19438,AHLEAST,ASIAN HOTELS (EAST),0.0,,0.0,0.05,1,EQ,NSE,NSE
1056,4565249,17833,AHLUCONT,AHLUWALIA CONT IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
1057,4957697,19366,AHLWEST,ASIAN HOTELS (WEST),0.0,,0.0,0.05,1,EQ,NSE,NSE
1058,3350017,13086,AIAENG,AIA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1059,2533633,9897,AIRAN,AIRAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1060,5600001,21875,AIROLAM-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1061,123393,482,AISL-SM,,0.0,,0.0,0.05,1200,EQ,NSE,NSE
1062,2079745,8124,AJANTPHARM,AJANTA PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1063,4430593,17307,AJMERA,AJMERA REALTY & INF I,0.0,,0.0,0.05,1,EQ,NSE,NSE
1064,232705,909,AJOONI-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
1065,3458561,13510,AKASH,AKASH INFRA-PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1066,1225217,4786,AKG-SM,,0.0,,0.0,0.05,6400,EQ,NSE,NSE
1067,5165569,20178,AKSHARCHEM,AKSHARCHEM INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1068,2199297,8591,AKSHOPTFBR,AKSH OPTIFIBRE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1069,375553,1467,AKZOINDIA,AKZO NOBEL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1070,2539777,9921,ALANKIT,ALANKIT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1071,4417537,17256,ALBERTDAVD,ALBERT DAVID,0.0,,0.0,0.05,1,EQ,NSE,NSE
1072,424449,1658,ALCHEM-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
1073,20225,79,ALEMBICLTD,ALEMBIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1074,3495937,13656,ALICON,ALICON CASTALLOY,0.0,,0.0,0.05,1,EQ,NSE,NSE
1075,4341505,16959,ALKALI,ALKALI METALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1076,2995969,11703,ALKEM,ALKEM LABORATORIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1077,1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1078,3456257,13501,ALLCARGO,ALLCARGO LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1079,3020289,11798,ALLSEC,ALLSEC TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1080,4280065,16719,ALMONDZ,ALMONDZ GLOBAL SEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1081,4524801,17675,ALOKINDS,ALOK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1082,3802113,14852,ALPA-BE,ALPA LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1083,3737857,14601,ALPHAGEO-BE,ALPHAGEO (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1084,1039361,4060,ALPSINDUS,ALPS INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1085,25601,100,AMARAJABAT,AMARA RAJA BATTERIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1086,1045249,4083,AMBANIORG-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
1087,303361,1185,AMBER,AMBER ENTERPRISES (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
1088,3899905,15234,AMBIKCO,AMBIKA COTTON MILL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1089,325121,1270,AMBUJACEM,AMBUJA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1090,3685889,14398,AMDIND,AMD INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1091,665089,2598,AMJLAND,AMJ LAND HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1092,346369,1353,AMJUMBO-SM,,0.0,,0.0,0.05,8000,EQ,NSE,NSE
1093,4492033,17547,AMRUTANJAN,AMRUTAJAN HEALTH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1094,3486721,13620,ANANTRAJ,ANANT RAJ,0.0,,0.0,0.05,1,EQ,NSE,NSE
1095,5227265,20419,ANDHRACEMT,ANDHRA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1096,42497,166,ANDHRAPAP,ANDHRA PAPER,0.0,,0.0,0.05,1,EQ,NSE,NSE
1097,34817,136,ANDHRSUGAR,ANDHRA SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1098,82945,324,ANGELBRKG,ANGEL BROKING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1099,4265217,16661,ANIKINDS-BE,ANIK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1100,7534081,29430,ANKITMETAL,ANKIT MET & POW,0.0,,0.0,0.05,1,EQ,NSE,NSE
1101,2242561,8760,ANSALAPI-BE,ANSAL PROP & INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1102,3500289,13673,ANSALHSG,ANSAL HOUSING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1103,2307585,9014,ANUP,THE ANUP ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1104,2941697,11491,APARINDS,APAR INDUSTRIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1105,5235969,20453,APCL,ANJANI PORTLAND CEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
1106,39425,154,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1107,5535489,21623,APEX,APEX FROZEN FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1108,6599681,25780,APLAPOLLO,APL APOLLO TUBES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1109,6483969,25328,APLLTD,ALEMBIC PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1110,290305,1134,APOLLO,APOLLO MICRO SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1111,40193,157,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,0.0,,0.0,0.05,1,EQ,NSE,NSE
1112,3676417,14361,APOLLOPIPE,APOLLO PIPES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1113,41729,163,APOLLOTYRE,APOLLO TYRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1114,1613313,6302,APOLSINHOT,APOLLO SINDOORI HOTEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1115,2753281,10755,APTECHT,APTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1116,4299521,16795,ARCHIDPLY,ARCHIDPLY IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1117,1456129,5688,ARCHIES,ARCHIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1118,425217,1661,ARCOTECH-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
1119,46337,181,ARENTERP,RAJDARSHAN INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1120,3892225,15204,ARIES,ARIES AGRO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1121,3554561,13885,ARIHANT,ARIHANT FOUN & HOU,0.0,,0.0,0.05,1,EQ,NSE,NSE
1122,5160705,20159,ARIHANTSUP,ARIHANT SUPERSTRUCT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1123,4419329,17263,ARMANFIN,ARMAN FIN SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
1124,3726593,14557,AROGRANITE,ARO GRANITE IND..,0.0,,0.0,0.05,1,EQ,NSE,NSE
1125,2370561,9260,ARROWGREEN,ARROW GREENTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1126,4562177,17821,ARSHIYA,ARSHIYA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1127,4659713,18202,ARSSINFRA,ARSS INFRA PROJ.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1128,4600065,17969,ARTEDZ-SZ,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1129,4356865,17019,ARTEMISMED-BE,ARTEMIS MED SERVICE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1130,4811777,18796,ARTNIRMAN-SM,,0.0,,0.0,0.05,6000,EQ,NSE,NSE
1131,376321,1470,ARVEE-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
1132,49409,193,ARVIND,ARVIND,0.0,,0.0,0.05,1,EQ,NSE,NSE
1133,2332417,9111,ARVINDFASN,ARVIND FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1134,2676993,10457,ARVSMART,ARVIND SMARTSPACES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1135,1376769,5378,ASAHIINDIA,ASAHI INDIA GLASS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1136,6422529,25088,ASAHISONG,ASAHI SONGWON COLOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
1137,2722305,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1138,4505089,17598,ASALCBR,ASSO ALCOHOLS & BREW,0.0,,0.0,0.05,1,EQ,NSE,NSE
1139,3840257,15001,ASCOM-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
1140,51969,203,ASHAPURMIN,ASHAPURA MINECHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
1141,6247169,24403,ASHIANA,ASHIANA HOUSING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1142,2021121,7895,ASHIMASYN-BE,ASHIMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
