,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
0,258313,1009,CPSE INDEX,CPSE INDEX,0.0,,0.0,0.0,0,EQ,INDICES,NSE
1,264713,1034,HANGSENG BEES-NAV,HANGSENG BEES-NAV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
2,264969,1035,INDIA VIX,INDIA VIX,0.0,,0.0,0.0,0,EQ,INDICES,NSE
3,258057,1008,LIX 15,LIX 15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
4,258569,1010,NI15,NI15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
5,260617,1018,NIFTY 100,NIFTY 100,0.0,,0.0,0.0,0,EQ,INDICES,NSE
6,264457,1033,NIFTY 200,NIFTY 200,0.0,,0.0,0.0,0,EQ,INDICES,NSE
7,256265,1001,NIFTY 50,NIFTY 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
8,268041,1047,NIFTY 500,NIFTY 500,0.0,,0.0,0.0,0,EQ,INDICES,NSE
9,265993,1039,NIFTY ALPHA 50,NIFTY ALPHA 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
10,263433,1029,NIFTY AUTO,NIFTY AUTO,0.0,,0.0,0.0,0,EQ,INDICES,NSE
11,260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
12,257289,1005,NIFTY COMMODITIES,NIFTY COMMODITIES,0.0,,0.0,0.0,0,EQ,INDICES,NSE
13,257545,1006,NIFTY CONSUMPTION,NIFTY CONSUMPTION,0.0,,0.0,0.0,0,EQ,INDICES,NSE
14,268297,1048,NIFTY CPSE,NIFTY CPSE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
15,257033,1004,NIFTY DIV OPPS 50,NIFTY DIV OPPS 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
16,261641,1022,NIFTY ENERGY,NIFTY ENERGY,0.0,,0.0,0.0,0,EQ,INDICES,NSE
17,257801,1007,NIFTY FIN SERVICE,NIFTY FIN SERVICE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
18,261897,1023,NIFTY FMCG,NIFTY FMCG,0.0,,0.0,0.0,0,EQ,INDICES,NSE
19,270345,1056,NIFTY GROWSECT 15,NIFTY GROWSECT 15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
20,269065,1051,NIFTY GS 10YR,NIFTY GS 10YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
21,269321,1052,NIFTY GS 10YR CLN,NIFTY GS 10YR CLN,0.0,,0.0,0.0,0,EQ,INDICES,NSE
22,269577,1053,NIFTY GS 11 15YR,NIFTY GS 11 15YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
23,269833,1054,NIFTY GS 15YRPLUS,NIFTY GS 15YRPLUS,0.0,,0.0,0.0,0,EQ,INDICES,NSE
24,268553,1049,NIFTY GS 4 8YR,NIFTY GS 4 8YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
25,268809,1050,NIFTY GS 8 13YR,NIFTY GS 8 13YR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
26,270089,1055,NIFTY GS COMPSITE,NIFTY GS COMPSITE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
27,261385,1021,NIFTY INFRA,NIFTY INFRA,0.0,,0.0,0.0,0,EQ,INDICES,NSE
28,259849,1015,NIFTY IT,NIFTY IT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
29,263945,1031,NIFTY MEDIA,NIFTY MEDIA,0.0,,0.0,0.0,0,EQ,INDICES,NSE
30,263689,1030,NIFTY METAL,NIFTY METAL,0.0,,0.0,0.0,0,EQ,INDICES,NSE
31,270601,1057,NIFTY MID LIQ 15,NIFTY MID LIQ 15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
32,256777,1003,NIFTY MIDCAP 100,NIFTY MIDCAP 100,0.0,,0.0,0.0,0,EQ,INDICES,NSE
33,266249,1040,NIFTY MIDCAP 150,NIFTY MIDCAP 150,0.0,,0.0,0.0,0,EQ,INDICES,NSE
34,260873,1019,NIFTY MIDCAP 50,NIFTY MIDCAP 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
35,266505,1041,NIFTY MIDSML 400,NIFTY MIDSML 400,0.0,,0.0,0.0,0,EQ,INDICES,NSE
36,262153,1024,NIFTY MNC,NIFTY MNC,0.0,,0.0,0.0,0,EQ,INDICES,NSE
37,270857,1058,NIFTY NEXT 50,NIFTY NEXT 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
38,262409,1025,NIFTY PHARMA,NIFTY PHARMA,0.0,,0.0,0.0,0,EQ,INDICES,NSE
39,262665,1026,NIFTY PSE,NIFTY PSE,0.0,,0.0,0.0,0,EQ,INDICES,NSE
40,262921,1027,NIFTY PSU BANK,NIFTY PSU BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
41,271113,1059,NIFTY PVT BANK,NIFTY PVT BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
42,261129,1020,NIFTY REALTY,NIFTY REALTY,0.0,,0.0,0.0,0,EQ,INDICES,NSE
43,263177,1028,NIFTY SERV SECTOR,NIFTY SERV SECTOR,0.0,,0.0,0.0,0,EQ,INDICES,NSE
44,267017,1043,NIFTY SMLCAP 100,NIFTY SMLCAP 100,0.0,,0.0,0.0,0,EQ,INDICES,NSE
45,267273,1044,NIFTY SMLCAP 250,NIFTY SMLCAP 250,0.0,,0.0,0.0,0,EQ,INDICES,NSE
46,266761,1042,NIFTY SMLCAP 50,NIFTY SMLCAP 50,0.0,,0.0,0.0,0,EQ,INDICES,NSE
47,271881,1062,NIFTY100 EQL WGT,NIFTY100 EQL WGT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
48,267785,1046,NIFTY100 LIQ 15,NIFTY100 LIQ 15,0.0,,0.0,0.0,0,EQ,INDICES,NSE
49,272137,1063,NIFTY100 LOWVOL30,NIFTY100 LOWVOL30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
50,272393,1064,NIFTY100 QUALTY30,NIFTY100 QUALTY30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
51,265737,1038,NIFTY200 QUALTY30,NIFTY200 QUALTY30,0.0,,0.0,0.0,0,EQ,INDICES,NSE
52,265225,1036,NIFTY50 DIV POINT,NIFTY50 DIV POINT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
53,271625,1061,NIFTY50 EQL WGT,NIFTY50 EQL WGT,0.0,,0.0,0.0,0,EQ,INDICES,NSE
54,259081,1012,NIFTY50 PR 1X INV,NIFTY50 PR 1X INV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
55,258825,1011,NIFTY50 PR 2X LEV,NIFTY50 PR 2X LEV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
56,259593,1014,NIFTY50 TR 1X INV,NIFTY50 TR 1X INV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
57,259337,1013,NIFTY50 TR 2X LEV,NIFTY50 TR 2X LEV,0.0,,0.0,0.0,0,EQ,INDICES,NSE
58,267529,1045,NIFTY50 VALUE 20,NIFTY50 VALUE 20,0.0,,0.0,0.0,0,EQ,INDICES,NSE
59,1749249,6833,1018GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
60,1745665,6819,1025GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
61,361217,1411,182D030621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62,5710337,22306,182D040221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
63,5745665,22444,182D040321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
64,262145,1024,182D060521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
65,5116929,19988,182D070121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
66,105217,411,182D080421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
67,373505,1459,182D100621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
68,5716225,22329,182D110221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
69,1281,5,182D110321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
70,282625,1104,182D130521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
71,5122817,20011,182D140121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
72,162561,635,182D150421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
73,393729,1538,182D170621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
74,5730049,22383,182D180221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
75,25857,101,182D180321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
76,301313,1177,182D200521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
77,5123585,20014,182D210121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
78,201729,788,182D220421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
79,420097,1641,182D240621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
80,5734657,22401,182D250221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
81,48897,191,182D250321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
82,324609,1268,182D270521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
83,5698561,22260,182D280121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
84,227329,888,182D290421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
85,5120769,20003,182D311220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
86,4331777,16921,20MICRONS,20 MICRONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
87,1025,4,21STCENMGM,21ST CENTURY MGMT SERVICE,0.0,,0.0,0.05,1,EQ,NSE,NSE
88,5121025,20004,364D010721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
89,5745921,22445,364D020921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
90,361729,1413,364D021221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
91,5009921,19570,364D030621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
92,5037569,19678,364D040221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
93,5080065,19844,364D040321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
94,262913,1027,364D041121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
95,5710593,22307,364D050821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
96,5033473,19662,364D070121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
97,5077249,19833,364D070521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
98,105985,414,364D071021-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
99,5033217,19661,364D080421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
100,5117185,19989,364D080721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
101,1537,6,364D090921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
102,373761,1460,364D091221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
103,5078017,19836,364D100621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
104,5121537,20006,364D110221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
105,5122049,20008,364D110321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
106,283393,1107,364D111121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
107,5716481,22330,364D120821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
108,5119489,19998,364D130521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
109,5013505,19584,364D140121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
110,162817,636,364D141021-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
111,5080577,19846,364D150421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
112,5123073,20012,364D150721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
113,26113,102,364D160921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
114,395265,1544,364D161221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
115,5079041,19840,364D170621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
116,5114625,19979,364D180221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
117,5010945,19574,364D180321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
118,302593,1182,364D181121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
119,5730305,22384,364D190821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
120,5120257,20001,364D200521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
121,5038081,19680,364D210121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
122,202241,790,364D211021-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
123,5116417,19986,364D220421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
124,5123841,20015,364D220721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
125,49665,194,364D230921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
126,420609,1643,364D231221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
127,5115393,19982,364D240621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
128,5065729,19788,364D250221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
129,5011457,19576,364D250321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
130,324865,1269,364D251121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
131,5734913,22402,364D260821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
132,5093633,19897,364D270521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
133,5006081,19555,364D280121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
134,228097,891,364D281021-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
135,5066497,19791,364D290421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
136,5702145,22274,364D290721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
137,5115905,19984,364D300321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
138,5079297,19841,364D311220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
139,269057,1051,396GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
140,3014145,11774,3IINFOTECH,3I INFOTECH.,0.0,,0.0,0.05,1,EQ,NSE,NSE
141,121345,474,3MINDIA,3M INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
142,664321,2595,3PLAND,3P LAND HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
143,1438977,5621,3RDROCK-IT,,0.0,,0.0,0.05,5200,EQ,NSE,NSE
144,248321,970,415KL22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
145,5614337,21931,439MH23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
146,5616129,21938,445MH22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
147,242433,947,448GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
148,5637377,22021,449RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
149,5387521,21045,44HR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
150,5431041,21215,452BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
151,5659649,22108,452TN22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
152,5700609,22268,454BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
153,5615361,21935,454MH22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
154,5701377,22271,454RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
155,5657857,22101,454TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
156,273665,1069,45AS23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
157,5617921,21945,463MH23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
158,5666049,22133,463TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
159,5541889,21648,468HR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
160,5540097,21641,475HR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
161,5617409,21943,476MH23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
162,72193,282,47KL22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
163,5646849,22058,489RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
164,5728257,22376,493BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
165,5659137,22106,499TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
166,5611009,21918,503KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
167,5736705,22409,505KL23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
168,5701121,22270,505RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
169,2049,8,507PY23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
170,2817,11,509CG23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
171,4728065,18469,509GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
172,5605889,21898,509KL23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
173,5736449,22408,509TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
174,274177,1071,512BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
175,269825,1054,515GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
176,5736193,22407,51BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
177,4857857,18976,522GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
178,192513,752,524AS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
179,193281,755,527BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
180,38913,152,528BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
181,309761,1210,532AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
182,309505,1209,532CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
183,248577,971,535CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
184,387329,1513,535RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
185,213761,835,538CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
186,5643521,22045,538RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
187,5718785,22339,539RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
188,308993,1207,53BR25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
189,72449,283,53RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
190,5716737,22331,540CG24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
191,5717505,22334,541AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
192,5308417,20736,544AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
193,5606401,21900,544KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
194,5661697,22116,544TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
195,5191937,20281,545AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
196,5637633,22022,545RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
197,5659905,22109,546TN24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
198,5645057,22051,547RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
199,5708801,22300,549RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
200,150273,587,54BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
201,5746177,22446,552AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
202,5610753,21917,553KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
203,5625345,21974,554MP21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
204,5632769,22003,562OR21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
205,5608193,21907,565KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
206,5645313,22052,565RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
207,39681,155,568MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
208,5542145,21649,56HR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
209,3073,12,56MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
210,106497,416,56RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
211,5624065,21969,573MP21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
212,72961,285,575AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
213,5613569,21928,575KA25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
214,214017,836,575PY26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
215,5646081,22055,575RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
216,5658881,22105,575TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
217,5661953,22117,576TN24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
218,5706753,22292,577GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
219,5606913,21902,577KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
220,5634049,22008,578OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
221,4827393,18857,579GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
222,73729,288,579KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
223,16129,63,57BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
224,5613313,21927,57KA26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
225,20481,80,57MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
226,5681409,22193,582TS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
227,343297,1341,585GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
228,1759233,6872,587GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
229,5298433,20697,589AP25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
230,5735425,22404,589RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
231,5643777,22046,58RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
232,5609217,21911,591KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
233,370945,1449,593CG26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
234,5632257,22001,593OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
235,108289,423,594CG25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
236,5662977,22121,595TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
237,1758977,6871,597GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
238,5679105,22184,59TS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
239,113921,445,5PAISA,5PAISA CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
240,1757697,6866,601GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
241,5633025,22004,601OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
242,5649665,22069,603RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
243,107009,418,604AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
244,5735169,22403,604KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
245,15873,62,605AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
246,5614081,21930,609KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
247,5623809,21968,609MP22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
248,5613825,21929,612KA27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
249,1758209,6868,613GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
250,5644033,22047,616RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
251,2827265,11044,617GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
252,1758721,6870,617GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
253,5681665,22194,617TS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
254,3648257,14251,618GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
255,4857089,18973,619GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
256,5384449,21033,61KA21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
257,214273,837,61RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
258,5624321,21970,620MP23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
259,243969,953,622GS2035-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
260,348417,1361,622KL27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
261,5539841,21640,624HR26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
262,5618433,21947,624MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
263,5679873,22187,624TS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
264,5605377,21896,625RJ22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
265,5633793,22007,628OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
266,5411841,21140,629HP26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
267,5701633,22272,62RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
268,5644545,22049,630RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
269,5709313,22302,632KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
270,5666561,22135,633TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
271,5266433,20572,635AP27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
272,5389313,21052,635BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
273,310273,1212,635MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
274,5700353,22267,636HP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
275,5541633,21647,639AP26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
276,1757953,6867,63GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
277,3038977,11871,63MOONS-BE,63 MOONS TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
278,5386241,21040,641GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
279,5658369,22103,641TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
280,218113,852,642GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
281,5611265,21919,642MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
282,5708289,22298,642PN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
283,217345,849,642UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
284,249857,976,643AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
285,5747457,22451,643UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
286,5273857,20601,644GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
287,5718273,22337,644GJ29A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
288,5719553,22342,644MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
